Aasta,Sugu,Elukoht,Vanuserühm,Kokku,Alla 1 aasta,1 aasta,2 aastat,3 aastat,4 aastat,5 aastat,6 aastat,7 aastat,8 aastat,9 aastat,10-14 aastat,15-19 aastat,20 ja enam aastat,Abielu kestus teadmata
2021,Naised,maaline asustuspiirkond,20-24,18,7,2,4,2,3,0,0,0,0,0,0,0,0,0
2021,Naised,maaline asustuspiirkond,25-29,52,1,4,10,10,4,7,7,5,2,1,0,0,0,1
2021,Naised,maaline asustuspiirkond,30-34,87,3,8,4,6,9,9,11,10,7,6,14,0,0,0
2021,Naised,maaline asustuspiirkond,35-39,96,1,7,2,5,6,6,9,7,6,5,26,16,0,0
2021,Naised,maaline asustuspiirkond,40-44,117,1,2,5,3,6,0,3,4,6,3,31,29,22,2
2021,Naised,maaline asustuspiirkond,45-49,84,1,0,2,3,1,2,2,2,2,5,7,20,37,0
2021,Naised,maaline asustuspiirkond,50-54,64,1,3,0,1,0,1,2,2,1,2,9,3,39,0
2021,Naised,maaline asustuspiirkond,55-59,38,0,1,1,0,0,0,1,1,1,0,2,3,28,0
2021,Naised,maaline asustuspiirkond,60-64,27,0,0,0,0,0,1,0,0,0,0,1,1,22,2
2021,Naised,maaline asustuspiirkond,65-69,8,0,0,0,0,0,0,0,0,0,0,0,1,7,0
2021,Naised,maaline asustuspiirkond,70-74,,,,,,,,,,,,,,,
2021,Naised,maaline asustuspiirkond,75 ja vanemad,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0
2021,Naised,maaline asustuspiirkond,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,Vanuserühmad kokku,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,35-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,40-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,45-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,50-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,55-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,60-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,65-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,75 ja vanemad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Naised,teadmata,Vanus teadmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
